session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
92j3gjpe,1,6pueeygy,0,,InitializeParticipant,1738879747,1,0,0
92j3gjpe,1,6pueeygy,1,otfe,Welcome,1738879844,1,0,0
92j3gjpe,1,6pueeygy,2,otfe,Consent,1738879857,1,0,0
92j3gjpe,1,6pueeygy,3,otfe,About,1738879861,1,0,0
92j3gjpe,1,6pueeygy,4,otfe,Instructions,1738880074,1,0,0
92j3gjpe,1,6pueeygy,5,otfe,Instructions2,1738880078,1,0,0
92j3gjpe,1,6pueeygy,6,otfe,TaxInstructions,1738880085,1,0,0
92j3gjpe,1,6pueeygy,7,otfe,CQS,1738880096,1,0,0
92j3gjpe,1,6pueeygy,8,otfe,InstructionsBeliefs,1738880115,1,0,0
92j3gjpe,1,6pueeygy,9,otfe,Beliefs1,1738880166,1,0,0
92j3gjpe,1,6pueeygy,10,otfe,Transition1,1738880169,1,0,0
92j3gjpe,2,mhei2vk9,0,,InitializeParticipant,1738880669,1,0,0
92j3gjpe,2,mhei2vk9,1,otfe,Welcome,1738880677,1,0,0
92j3gjpe,1,6pueeygy,11,otfe,Work1,1738880769,1,1,0
92j3gjpe,1,6pueeygy,12,otfe,EndOfWork1,1738880782,1,0,0
92j3gjpe,2,mhei2vk9,2,otfe,Consent,1738880792,1,0,0
92j3gjpe,2,mhei2vk9,3,otfe,About,1738880797,1,0,0
92j3gjpe,1,6pueeygy,14,otfe,Beliefs2,1738880802,1,0,0
92j3gjpe,1,6pueeygy,15,otfe,Transition2,1738880807,1,0,0
92j3gjpe,2,mhei2vk9,4,otfe,Instructions,1738880911,1,0,0
92j3gjpe,2,mhei2vk9,5,otfe,Instructions2,1738880917,1,0,0
92j3gjpe,2,mhei2vk9,6,otfe,TaxInstructions,1738880928,1,0,0
92j3gjpe,2,mhei2vk9,7,otfe,CQS,1738880945,1,0,0
92j3gjpe,2,mhei2vk9,8,otfe,InstructionsBeliefs,1738880966,1,0,0
92j3gjpe,2,mhei2vk9,9,otfe,Beliefs1,1738880981,1,0,0
92j3gjpe,2,mhei2vk9,10,otfe,Transition1,1738880983,1,0,0
92j3gjpe,1,6pueeygy,16,otfe,Work2,1738881407,1,1,0
92j3gjpe,1,6pueeygy,17,otfe,EndOfWork2,1738881422,1,0,0
92j3gjpe,1,6pueeygy,18,otfe,Beliefs3,1738881431,1,0,0
92j3gjpe,1,6pueeygy,19,otfe,Transition3,1738881432,1,0,0
92j3gjpe,2,mhei2vk9,11,otfe,Work1,1738881584,1,1,0
92j3gjpe,2,mhei2vk9,12,otfe,EndOfWork1,1738881597,1,0,0
92j3gjpe,2,mhei2vk9,13,otfe,TaxInfo1,1738881615,1,0,0
92j3gjpe,2,mhei2vk9,14,otfe,Beliefs2,1738881625,1,0,0
92j3gjpe,2,mhei2vk9,15,otfe,Transition2,1738881627,1,0,0
92j3gjpe,1,6pueeygy,20,otfe,Work3,1738882033,1,1,0
92j3gjpe,1,6pueeygy,21,otfe,EndOfWork3,1738882037,1,0,0
92j3gjpe,1,6pueeygy,22,otfe,Beliefs4,1738882046,1,0,0
92j3gjpe,1,6pueeygy,23,otfe,Transition4,1738882048,1,0,0
92j3gjpe,1,6pueeygy,24,otfe,Survey,1738882160,1,0,0
92j3gjpe,1,6pueeygy,25,otfe,Survey2,1738882210,1,0,0
92j3gjpe,1,6pueeygy,26,otfe,Outcome,1738882222,1,0,0
92j3gjpe,2,mhei2vk9,16,otfe,Work2,1738882227,1,1,0
92j3gjpe,2,mhei2vk9,17,otfe,EndOfWork2,1738882233,1,0,0
92j3gjpe,1,6pueeygy,27,otfe,Feedback,1738882235,1,0,0
92j3gjpe,1,6pueeygy,28,otfe,Finished,1738882237,1,0,0
92j3gjpe,2,mhei2vk9,18,otfe,Beliefs3,1738882239,1,0,0
92j3gjpe,2,mhei2vk9,19,otfe,Transition3,1738882241,1,0,0
92j3gjpe,3,hguz9t8p,0,,InitializeParticipant,1738882703,1,0,0
92j3gjpe,3,hguz9t8p,1,otfe,Welcome,1738882725,1,0,0
92j3gjpe,3,hguz9t8p,2,otfe,Consent,1738882774,1,0,0
92j3gjpe,3,hguz9t8p,3,otfe,About,1738882787,1,0,0
92j3gjpe,2,mhei2vk9,20,otfe,Work3,1738882841,1,1,0
92j3gjpe,2,mhei2vk9,21,otfe,EndOfWork3,1738882849,1,0,0
92j3gjpe,2,mhei2vk9,22,otfe,Beliefs4,1738882862,1,0,0
92j3gjpe,2,mhei2vk9,23,otfe,Transition4,1738882864,1,0,0
92j3gjpe,2,mhei2vk9,24,otfe,Survey,1738882927,1,0,0
92j3gjpe,3,hguz9t8p,4,otfe,Instructions,1738882981,1,0,0
92j3gjpe,2,mhei2vk9,25,otfe,Survey2,1738882985,1,0,0
92j3gjpe,2,mhei2vk9,26,otfe,Outcome,1738882995,1,0,0
92j3gjpe,3,hguz9t8p,5,otfe,Instructions2,1738882995,1,0,0
92j3gjpe,2,mhei2vk9,27,otfe,Feedback,1738883014,1,0,0
92j3gjpe,2,mhei2vk9,28,otfe,Finished,1738883017,1,0,0
92j3gjpe,3,hguz9t8p,6,otfe,TaxInstructions,1738883037,1,0,0
92j3gjpe,3,hguz9t8p,7,otfe,CQS,1738883077,1,0,0
92j3gjpe,3,hguz9t8p,8,otfe,InstructionsBeliefs,1738883141,1,0,0
92j3gjpe,3,hguz9t8p,9,otfe,Beliefs1,1738883192,1,0,0
92j3gjpe,3,hguz9t8p,10,otfe,Transition1,1738883200,1,0,0
92j3gjpe,3,hguz9t8p,11,otfe,Work1,1738883802,1,1,0
92j3gjpe,3,hguz9t8p,12,otfe,EndOfWork1,1738883831,1,0,0
92j3gjpe,3,hguz9t8p,14,otfe,Beliefs2,1738883859,1,0,0
92j3gjpe,3,hguz9t8p,15,otfe,Transition2,1738883862,1,0,0
92j3gjpe,3,hguz9t8p,16,otfe,Work2,1738884463,1,1,0
92j3gjpe,3,hguz9t8p,17,otfe,EndOfWork2,1738884490,1,0,0
92j3gjpe,3,hguz9t8p,18,otfe,Beliefs3,1738884505,1,0,0
92j3gjpe,3,hguz9t8p,19,otfe,Transition3,1738884525,1,0,0
92j3gjpe,3,hguz9t8p,20,otfe,Work3,1738885126,1,1,0
92j3gjpe,3,hguz9t8p,21,otfe,EndOfWork3,1738885144,1,0,0
92j3gjpe,3,hguz9t8p,22,otfe,Beliefs4,1738885195,1,0,0
92j3gjpe,3,hguz9t8p,23,otfe,Transition4,1738885204,1,0,0
92j3gjpe,3,hguz9t8p,24,otfe,Survey,1738885331,1,0,0
92j3gjpe,3,hguz9t8p,25,otfe,Survey2,1738885482,1,0,0
92j3gjpe,3,hguz9t8p,26,otfe,Outcome,1738885499,1,0,0
92j3gjpe,3,hguz9t8p,27,otfe,Feedback,1738885591,1,0,0
92j3gjpe,3,hguz9t8p,28,otfe,Finished,1738885596,1,0,0
